Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
John Ruddy,Norwich City,Goalkeeper,27,0,0,0,0,0,27,11,0,0,0,0,1,5,0,More
Bojan Krkic,Stoke City,Forward,27,7,1,2,0,0,22,13,5,17,2,0,0,0,0,More
 Lucas Leiva,Liverpool,Midfielder,27,0,1,8,0,0,21,9,6,4,0,0,0,0,0,More
 Oscar,Chelsea,Midfielder,27,3,3,4,0,0,20,10,7,12,1,0,1,0,0,More
Scott Sinclair,Aston Villa,Forward,27,2,0,0,0,0,19,18,8,10,1,0,0,0,0,More
Kyle Naughton,Swansea City,Defender,27,0,3,2,0,1,19,18,8,1,0,0,0,0,0,More
Gary O'Neil,Norwich City,Midfielder,27,0,0,7,0,1,19,15,8,1,0,0,0,0,0,More
Jonathan Walters,Stoke City,Forward,27,5,2,1,0,0,18,11,9,4,0,0,0,0,0,More
Ander Herrera,Manchester United,Midfielder,27,3,2,4,0,0,17,15,10,11,1,0,0,0,0,More
Mile Jedinak,Crystal Palace,Midfielder,27,0,0,6,0,0,16,14,11,2,0,0,0,0,0,More
Andy Carroll,West Ham United,Forward,27,9,2,2,0,0,13,15,14,5,1,0,0,0,0,More
Jordan Ibe,Liverpool,Midfielder,27,1,2,0,0,0,12,21,15,9,0,0,0,0,0,More
Fabricio Coloccini,Newcastle United,Defender,26,1,0,1,0,1,26,0,0,1,0,0,0,0,1,More
Philippe Coutinho,Liverpool,Midfielder,26,8,6,3,1,0,24,5,2,11,0,0,0,0,0,More
Michail Antonio,West Ham United,Midfielder,26,8,3,3,0,0,23,10,3,8,0,0,0,0,0,More
Manuel Lanzini,West Ham United,Midfielder,26,6,2,3,0,0,23,5,3,13,0,0,0,0,0,More
Yannick Bolasie,Crystal Palace,Midfielder,26,5,4,2,0,0,23,3,3,4,0,0,0,0,0,More
Fabio Borini,Sunderland,Forward,26,5,2,6,0,0,22,7,4,11,1,0,0,0,0,More
Francis Coquelin,Arsenal,Midfielder,26,0,1,6,1,0,21,6,5,8,0,0,0,0,0,More
Gerard Deulofeu,Everton,Midfielder,26,2,8,2,0,0,16,17,10,11,0,0,0,0,0,More
Marc Pugh,AFC Bournemouth,Midfielder,26,3,2,1,0,0,15,17,11,10,0,0,0,0,0,More
Wilfried Bony,Manchester City,Forward,26,4,3,1,0,0,13,16,13,9,0,0,1,0,0,More
Mame Biram Diouf,Stoke City,Forward,26,5,1,3,0,0,12,22,14,5,0,0,0,0,0,More
Kelechi Iheanacho,Manchester City,Forward,26,8,1,1,0,0,7,28,19,5,0,0,0,0,0,More
Glen Johnson,Stoke City,Defender,25,0,3,1,0,0,25,0,0,2,0,0,0,0,0,More
Tim Howard,Everton,Goalkeeper,25,0,0,1,0,0,25,11,0,0,0,0,0,4,0,More
James Tomkins,West Ham United,Defender,25,0,0,3,0,0,23,9,2,6,0,0,0,0,0,More
Kevin De Bruyne,Manchester City,Midfielder,25,7,11,2,0,0,22,4,3,4,0,0,0,0,0,More
Stephane Sessegnon,West Bromwich Albion,Midfielder,25,2,2,1,0,0,21,6,4,12,0,0,0,0,0,More
Jordan Veretout,Aston Villa,Midfielder,25,0,5,4,0,0,21,11,4,8,0,0,0,0,0,More
Jesse Lingard,Manchester United,Midfielder,25,4,1,4,0,0,19,6,6,8,0,0,0,0,0,More
John Mikel Obi,Chelsea,Midfielder,25,0,1,6,0,0,19,16,6,4,0,0,0,0,0,More
Leon Britton,Swansea City,Midfielder,25,0,0,4,0,0,19,11,6,12,0,0,0,0,0,More
Aaron Lennon,Everton,Midfielder,25,5,1,1,0,0,17,15,8,8,0,0,0,0,0,More
Arouna Kone,Everton,Forward,25,5,3,1,0,0,16,16,9,10,0,0,0,0,0,More
Andy King,Leicester City,Midfielder,25,2,1,2,0,0,9,27,16,1,0,0,0,0,0,More
Danny Rose,Tottenham Hotspur,Defender,24,1,3,7,0,0,24,10,0,3,0,0,0,0,0,More
Winston Reid,West Ham United,Defender,24,1,1,5,0,0,24,2,0,1,0,0,0,0,1,More
John Terry,Chelsea,Defender,24,1,0,2,1,1,24,2,0,3,0,0,0,0,1,More
Miguel Britos,Watford,Defender,24,0,0,7,0,0,24,5,0,3,0,0,0,0,0,More
Per Mertesacker,Arsenal,Defender,24,0,0,1,0,1,24,7,0,1,0,0,0,0,0,More
Billy Jones,Sunderland,Defender,24,1,1,8,0,0,23,12,1,2,0,0,0,0,0,More
Micah Richards,Aston Villa,Defender,24,1,0,3,0,0,23,9,1,3,0,0,0,0,1,More
Cedric Soares,Southampton,Defender,24,0,3,3,0,0,23,11,1,7,0,0,0,0,0,More
David Silva,Manchester City,Midfielder,24,2,15,1,0,0,22,2,2,12,0,0,0,0,0,More
Dejan Lovren,Liverpool,Defender,24,0,0,2,0,0,22,4,2,3,0,0,0,0,0,More
Martin Olsson,Norwich City,Defender,24,1,2,2,0,0,20,13,4,2,0,0,0,0,0,More
Nathan Ake,Watford,Defender,24,1,1,4,0,1,20,7,4,1,0,0,0,0,0,More
 Fernando,Manchester City,Midfielder,24,2,0,4,0,0,17,11,7,3,0,0,0,0,0,More
Jeffrey Schlupp,Leicester City,Forward,24,1,2,4,0,0,14,11,10,5,0,0,0,0,0,More
Pedro Obiang,West Ham United,Midfielder,24,0,1,2,0,0,11,22,13,4,0,0,0,0,0,More
Alexander Tettey,Norwich City,Midfielder,23,2,1,10,0,0,23,0,0,3,0,0,0,0,0,More
Paul Dummett,Newcastle United,Defender,23,1,0,3,0,0,23,1,0,5,0,0,0,0,0,More
Eliaquim Mangala,Manchester City,Defender,23,0,0,8,0,0,23,5,0,2,0,0,0,0,1,More
Thibaut Courtois,Chelsea,Goalkeeper,23,0,0,1,0,2,23,1,0,0,0,1,0,3,0,More
Boaz Myhill,West Bromwich Albion,Goalkeeper,23,0,0,2,0,0,23,15,0,0,0,0,1,4,0,More
Younes Kaboul,Sunderland,Defender,23,0,1,4,1,0,22,2,1,1,0,0,0,0,0,More
Gary Cahill,Chelsea,Defender,23,2,1,2,0,0,21,12,2,0,0,0,0,0,1,More
Kurt Zouma,Chelsea,Defender,23,1,0,0,0,0,21,4,2,1,0,0,0,0,0,More
DeAndre Yedlin,Sunderland,Defender,23,0,1,2,0,0,21,10,2,3,0,0,0,0,0,More
Angel Rangel,Swansea City,Defender,23,0,0,6,0,0,20,17,3,4,0,0,0,0,0,More
Carles Gil,Aston Villa,Midfielder,23,2,0,3,0,0,17,17,6,12,0,0,0,0,0,More
Steven Naismith,Everton,Forward,23,4,1,3,0,0,15,16,8,13,0,0,0,0,0,More
Jefferson Montero,Swansea City,Midfielder,23,0,2,0,0,0,14,18,9,9,0,0,0,0,0,More
Kevin Mirallas,Everton,Forward,23,4,2,1,1,1,10,23,13,4,0,0,0,0,0,More
Duncan Watmore,Sunderland,Midfielder,23,3,1,0,0,0,7,19,16,3,0,0,0,0,0,More
Mamadou Sakho,Liverpool,Defender,22,1,0,1,0,0,21,4,1,2,0,0,0,0,0,More
Martin Skrtel,Liverpool,Defender,22,1,0,5,0,0,21,5,1,1,0,0,0,0,1,More
Chris Brunt,West Bromwich Albion,Midfielder,22,0,3,7,0,0,20,2,2,4,0,0,0,0,0,More
Ryan Bennett,Norwich City,Defender,22,0,0,7,0,0,20,12,2,2,0,0,0,0,1,More
Jordy Clasie,Southampton,Midfielder,22,0,0,5,0,0,20,8,2,16,0,0,0,0,0,More
Tom Cleverley,Everton,Midfielder,22,2,5,1,0,0,17,9,5,6,0,0,0,0,0,More
Matt Jarvis,Norwich City,Midfielder,22,1,1,0,0,0,13,15,9,10,0,0,0,0,0,More
Charlie Adam,Stoke City,Midfielder,22,1,1,6,0,1,12,17,10,7,0,0,0,0,0,More
 Joselu,Stoke City,Forward,22,4,1,0,0,0,10,24,12,4,0,0,0,0,0,More
Jack Rodwell,Sunderland,Midfielder,22,1,0,5,0,0,9,20,13,1,0,0,0,0,0,More
Alex Oxlade-Chamberlain,Arsenal,Midfielder,22,1,0,0,0,0,9,14,13,8,0,0,0,0,0,More
Ryan Mason,Tottenham Hotspur,Midfielder,22,1,0,3,0,0,8,17,14,7,0,0,0,0,0,More
Modou Barrow,Swansea City,Forward,22,1,2,0,0,0,6,22,16,4,0,0,0,0,0,More
Harry Arter,AFC Bournemouth,Midfielder,21,1,0,7,0,0,21,0,0,13,0,0,0,0,0,More
Robert Elliot,Newcastle United,Goalkeeper,21,0,0,1,0,0,21,4,0,0,0,0,0,4,0,More
Philip Jagielka,Everton,Defender,21,0,0,0,0,0,21,1,0,2,0,0,0,0,0,More
Sebastian Prodl,Watford,Defender,21,2,0,5,0,0,19,14,2,0,0,0,0,0,0,More
Diafra Sakho,West Ham United,Forward,21,5,1,3,0,0,18,3,3,11,0,0,0,0,0,More
Gabriel Paulista,Arsenal,Defender,21,1,0,4,0,1,18,17,3,0,0,0,0,0,0,More
